title,genres,releaseYear,imdbAverageRating,imdbNumVotes
Selling the OC,Reality-TV,2022,5.7,1970
,"Drama, Comedy",2021,,
You Don't Know Me,"Crime, Drama",2021,6.8,8723
,Comedy,2021,,
Summer Heat,"Drama, Romance",2022,5.6,441
Kitz,"Drama, Mystery, Thriller",2021,5.8,3097
Those Who Read the Hearts of Evil,"Crime, Drama, Mystery",2022,8,2556
,"Animation, Kids",2018,,
,Kids,2019,,
In from the Cold,"Action, Crime, Drama",2022,6.3,10292
Berlin,"Action, Crime, Drama",2023,7,35529
,"Animation, Kids",2020,,
,"Animation, Kids",2020,,
,"Animation, Kids",2019,,
,"Animation, Kids",2019,,
,,1991,,
He's Expecting,"Comedy, Drama, Fantasy",2022,3.2,3450
Tiger King: The Doc Antle Story,"Biography, Crime, Documentary",2021,6.2,2123
Azcárate: No Holds Barred,Comedy,2021,4.1,46
Ghost Doctor,"Comedy, Fantasy, Romance",2022,7.9,3042
Forecasting Love and Weather,"Comedy, Drama, Romance",2022,7.1,4739
Supernatural Academy,"Adventure, Animation, Drama",2022,6.9,1125
Reign of the Seven Spellblades,"Action, Animation, Fantasy",2023,6.4,874
Sleep with Me,"Comedy, Drama, Romance",2022,7.6,510
The Envoys,"Horror, Mystery, Thriller",2021,7.2,1640
Migi & Dali,"Animation, Drama, Mystery",2023,7.2,609
Raven of the Inner Palace,"Animation, Fantasy, History",2022,7.3,703
Reborn Rich,"Drama, Fantasy, Romance",2022,8,5201
Born to Spy,Adventure,2021,7.4,46
Neymar: The Perfect Chaos,"Biography, Documentary, Sport",2022,6.6,4837
The Puppet Master: Hunting the Ultimate Conman,"Crime, Documentary",2022,6.9,8563
Crime Scene: The Times Square Killer,"Crime, Documentary, History",2021,6.5,5940
Hanwoo Rhapsody,Reality-TV,2022,7.7,81
Getting Curious with Jonathan Van Ness,"Comedy, Reality-TV",2022,7,871
All American: Homecoming,"Drama, Sport",2022,6.3,1882
Doctor White,Drama,2022,7,75
,Comedy,2017,,
Mechamato,"Action, Adventure, Animation",2021,7.1,147
,"Kids, Animation, Family",2004,,
Yeh Kaali Kaali Ankhein,"Comedy, Crime, Mystery",2022,7,10265
WWII in Color: Road to Victory,"Documentary, History, War",2021,8.2,3068
Children Ruin Everything,Comedy,2022,6.7,1352
,Kids,2021,,
Word Party Presents: Math!,"Animation, Family",2021,7,29
,Comedy,2020,,
,Kids,2019,,
Beef,"Comedy, Drama",2023,8,152652
Lycoris Recoil,"Action, Animation, Comedy",2022,7.6,3710
Urusei yatsura,"Action, Adventure, Animation",2022,7,846
Framed! A Sicilian Murder Mystery,"Comedy, Crime",2022,6.8,1808
Angry Birds: Summer Madness,"Action, Adventure, Animation",2022,5.7,1129
,Drama,2022,,
BoBoiBoy,"Action, Adventure, Animation",2011,7,608
The Angel Next Door Spoils Me Rotten,"Animation, Comedy, Drama",2023,7.7,4381
Model,Reality-TV,2020,6.1,70
Finding Ola,"Comedy, Drama",2022,7.4,2546
When the Stars Gossip,"Comedy, Drama, Romance",2025,6.4,2252
See You in My 19th Life,"Comedy, Drama, Fantasy",2023,7.7,10672
Business Proposal,"Comedy, Drama, Romance",2022,8.1,34415
Fishbowl Wives,"Drama, Romance",2022,6.2,1686
,Reality,2022,,
My Liberation Diary,"Drama, Romance",2022,8.2,6087
Our Blooming Youth,"Drama, History, Mystery",2023,7.7,1008
Woori the Virgin,"Comedy, Romance",2022,5.3,380
The Makanai: Cooking for the Maiko House,"Comedy, Drama",2023,7.9,3261
,"Animation, Kids",2019,,
,"Animation, Kids",2021,,
Jeen-yuhs: A Kanye Trilogy,"Documentary, Music",2022,8,11900
Heavenly Bites: Mexico,Documentary,2022,6.3,249
Hey Handsome!,Drama,2022,7.6,68
,"Animation, Kids",2011,,
Today's Webtoon,"Comedy, Drama",2022,7.2,722
Jinxed at First,"Comedy, Fantasy, Mystery",2022,6.3,444
Cheer Up,"Comedy, Drama",2022,6.9,1627
Scott Pilgrim Takes Off,"Action, Adventure, Animation",2023,7.7,21091
The Lesson,Drama,2022,7.4,542
,,2019,,
All the Light We Cannot See,"Drama, History, War",2023,7.5,50683
Unlock My Boss,"Comedy, Fantasy, Thriller",2022,7.3,988
Women at War,"Drama, History, War",2022,7.5,4714
,Reality,2022,,
Arelys Henao,"Biography, Drama, Music",2022,5.9,143
,,2021,,
Secrets of Summer,"Drama, Family",2022,6,322
,Drama,2022,,
Murderville,"Comedy, Crime, Mystery",2022,6.9,16122
Midnight Asia: Eat Dance Dream,Documentary,2022,6.5,701
Batwheels,"Action, Adventure, Animation",2022,5.9,481
Fidelity,"Drama, Romance",2022,6.4,2724
Juanpis González - The Series,"Comedy, Drama",2022,6.6,430
,,2015,,
The Secret Life of Our Pets,Documentary,2021,7.1,80
Memory of Encaustic Tile,"Drama, Romance",2022,8.5,77
Kaina of the Great Snow Sea,"Adventure, Animation, Fantasy",2023,6.5,283
Lucía en la Telaraña,"Crime, Documentary",2021,7.8,69
Only Jokes Allowed,Comedy,2022,4.5,72
I Am Georgina,Reality-TV,2022,4.1,4519
Shoutai,Drama,2022,6.6,75
Muster Dogs,Documentary,2022,7.9,360
Savage Rhythm,"Drama, Music",2022,5.5,252
Delicious Party Pretty Cure,"Action, Adventure, Animation",2022,7.2,85
Das Boot,"Drama, War",1985,8.8,36344
Das Begräbnis,"Comedy, Drama",2022,7.2,207
Race: Bubba Wallace,"Documentary, Sport",2022,6.6,596
Under the Queen's Umbrella,"Comedy, Drama",2022,8.4,3428
Hard Cell,Comedy,2022,6.4,2256
Hiru,"Action, Crime, Drama",2022,6.7,45
Dave,Comedy,2018,7.8,131
The Fame Game,"Drama, Mystery, Thriller",2022,6.6,22295
Queer Eye: Germany,Reality-TV,2022,7.2,1283
The Porter,Drama,2022,6.6,594
Worst Roommate Ever,"Crime, Documentary, Thriller",2022,7.1,12271
Queer Eye: Brazil,Reality-TV,2022,7.4,254
Guns & Gulaabs,"Comedy, Crime, Romance",2023,7.7,18889
Heeramandi: The Diamond Bazaar,"Drama, History, Romance",2024,6.3,28702
,"Drama, Mystery",2022,,
Alessandro Cattelan: One Simple Question,Reality-TV,2022,6.5,263
Holy Family,Drama,2022,6.5,3156
Mask Girl,"Comedy, Drama, Horror",2023,7.3,9404
"Bastard!! Heavy Metal, Dark Fantasy","Action, Adventure, Animation",2022,6.5,2752
Kaleidoscope,"Action, Crime, Drama",2023,6.6,46475
Daniel Spellbound,"Action, Adventure, Animation",2022,6.9,699
Lost Ollie,"Adventure, Animation, Drama",2022,7.7,2112
Irreverent,"Comedy, Crime, Drama",2022,7,1733
Clark,"Action, Comedy, Crime",2022,7.3,15431
The Fall of the House of Usher,"Drama, Horror, Mystery",2023,7.9,126461
Treason,"Action, Drama, Thriller",2022,6.4,25083
That Dirty Black Bag,"Drama, Western",2022,7.1,4879
Exposed: The Ghost Train Fire,"Crime, Documentary, History",2021,7.9,1007
,,2004,,
Kamen Raida Foze × Kureyon Shinchan,Animation,2012,,
Midnight at the Pera Palace,"Drama, History, Mystery",2022,7,12586
My Dad the Bounty Hunter,"Action, Adventure, Animation",2023,7.3,1759
Becoming Witch,"Comedy, Drama",2022,6.8,92
,Comedy,2022,,
The Guardians of Justice (Will Save You!),"Action, Adventure, Animation",2022,5.1,5704
,,2020,,
Who Is the Wolf?,"Reality-TV, Romance",2017,,
Real Husbands of Hollywood,Comedy,2022,6.4,418
Making Fun,Reality-TV,2022,7.1,837
Life After Death with Tyler Henry,Reality-TV,2022,6.2,1347
,Reality,2022,,
Bad Vegan: Fame. Fraud. Fugitives.,"Crime, Documentary",2022,5.9,8645
"Young, Famous & African",Reality-TV,2022,4.9,717
Standing Up,"Comedy, Drama",2022,7.5,1687
Transformers: Earthspark,"Action, Adventure, Animation",2022,4,2996
Black Summoner,"Action, Animation, Fantasy",2022,7.1,2218
Last One Standing,"Comedy, Crime, Drama",2022,7,175
Eternally Confused and Eager for Love,"Comedy, Romance",2022,6.7,2467
Painkiller,"Crime, Drama",2023,7.4,33437
800 Meters,"Crime, Documentary",2022,7.1,963
Super Giant Robot Brothers,"Action, Adventure, Animation",2022,6.6,242
Dead End: Paranormal Park,"Adventure, Animation, Comedy",2022,7.1,3432
Supacell,"Action, Adventure, Drama",2024,7,19687
Heartbreak High,"Comedy, Drama, Romance",2022,7.7,15069
Hold Tight,"Crime, Drama, Mystery",2022,6.2,4895
Smother-in-Law,Comedy,2022,4.6,250
Oats Studios,"Horror, Sci-Fi, Short",2017,6.3,5118
Cat,"Crime, Drama, Thriller",2022,8.1,13340
NieR:Automata Ver1.1a,"Action, Adventure, Animation",2023,7.3,2625
Cracow Monsters,"Adventure, Drama, Fantasy",2022,5.6,2479
,Talk,2022,,
,"Animation, Kids",2022,,
Byron Baes,Reality-TV,2022,3,571
Is It Cake?,"Game-Show, Reality-TV",2022,6.1,4518
Team Zenko Go,"Action, Adventure, Animation",2022,7.2,89
My Little Pony: Make Your Mark,"Adventure, Animation, Comedy",2022,5.7,774
Big Tree City,"Action, Adventure, Animation",2022,8,93
Deepa & Anoop,"Adventure, Animation, Comedy",2022,7.8,94
Vostro onore,"Crime, Drama",2022,6.9,162
Shoresy,"Action, Comedy, Drama",2022,8.6,11032
The Great Robbery of Brazil's Central Bank,"Crime, Documentary",2022,6.4,784
"Love, Life & Everything in Between","Comedy, Drama, Romance",2022,5,177
The Principles of Pleasure,Documentary,2022,6.1,1789
Wild Abandon,"Comedy, Drama",2022,7.1,6989
Copycat Killer,"Crime, Drama, Thriller",2023,7,2614
,Drama,2022,,
,"Animation, Kids",2021,,
Pedal to Metal,"Action, Drama",2022,5.7,124
The Marked Heart,"Drama, Thriller",2022,6.6,4457
Doppelhaushälfte,Comedy,2022,7.6,1018
Silverpoint,"Family, Mystery, Sci-Fi",2022,7.1,1054
The Ultimatum: Marry or Move On,Reality-TV,2022,5.5,3099
The Last Bus,"Adventure, Comedy, Drama",2022,5.3,966
Endless Night,"Drama, Fantasy, Mystery",2022,5.3,235
,Reality,2022,,
Maktoub Aliya,"Comedy, Romance",2022,6.9,632
The Walking Dead: Dead City,"Adventure, Drama, Horror",2023,7.1,29763
A Family Affair,"Action, Crime, Drama",2022,5,43
Ruxx,"Comedy, Drama, Romance",2022,6.5,849
Super PupZ,"Adventure, Comedy, Family",2022,5.7,192
Black Sequence,"Crime, Thriller",1984,6.5,89
Doona!,"Comedy, Drama, Romance",2023,7.1,6234
Johnny Hallyday: Beyond Rock,"Documentary, Music",2022,7.1,173
,Drama,2022,,
Represent,Comedy,2023,6.6,1580
Chiikawa,"Animation, Comedy, Family",2022,7.7,133
Trivia Quest,"Adventure, Animation, Family",2022,5.7,282
Fukushû no mibôjin,"Drama, Thriller",2022,5.5,13
Spy Classroom,"Action, Animation, Comedy",2023,5.8,300
Detective Conan: Zero's Tea Time,"Animation, Comedy, Crime",2022,6,431
What the Hell Is Love,"Action, Comedy, Drama",2023,6.7,43
Our Great National Parks,Documentary,2022,8.1,3134
Time Hustler,"Comedy, Sci-Fi, Western",2022,5.8,233
Pantheon,"Action, Adventure, Animation",2022,8.5,16135
,Drama,2022,,
My Cuteness Is About to Expire!?,Drama,2022,6.7,110
Is Love Sustainable?,"Comedy, Romance",2022,6.6,65
Transatlantic,"Drama, History",2023,6.6,6124
,Reality,2022,,
The Creature Cases,"Action, Adventure, Animation",2022,7.6,320
Tekken: Bloodline,"Action, Adventure, Animation",2022,6.5,5441
Faten Amal Harby,Drama,2022,6.3,119
My Family,Drama,2022,6.6,136
Invisible,Crime,2022,6.1,233
A Perfect Blossom,Drama,2024,5.9,33
"XO, Kitty","Comedy, Drama, Romance",2023,6.5,20032
Keullining eop,"Comedy, Crime, Drama",2022,7.1,131
Green Mothers Club,"Drama, Mystery",2022,7,413
Keep Breathing,"Adventure, Drama, Thriller",2022,5.3,15576
Wellmania,"Comedy, Drama",2023,6.7,6332
Mai,"Crime, Drama, Thriller",2022,7,5867
Detective Conan: The Culprit Hanzawa,"Animation, Comedy",2022,6.5,536
Senzo: Murder of a Soccer Star,"Crime, Documentary, Mystery",2022,5.4,288
Samurai Rabbit: The Usagi Chronicles,"Action, Adventure, Animation",2022,6.3,625
Bullsh*t: The Game Show,Game-Show,2022,6.2,1265
The 7 Lives of Lea,"Crime, Drama, Fantasy",2022,7.5,6070
Yakamoz S-245,"Action, Adventure, Drama",2022,6.2,9162
Battle Kitty,"Action, Adventure, Animation",2022,6.1,373
Jimmy Savile: A British Horror Story,"Biography, Crime, Documentary",2022,6.7,9752
The Starry Love,"Adventure, Drama, Fantasy",2023,7.9,482
Level 1 Demon Lord and One Room Hero,"Animation, Comedy, Fantasy",2023,6.7,444
,Drama,2022,,
Farming Life in Another World,"Animation, Fantasy, Romance",2023,7.2,1788
,,2022,,
Mobile Suit Gundam: The Witch from Mercury,"Action, Animation, Drama",2022,7.4,1705
Queen Charlotte: A Bridgerton Story,"Drama, History, Romance",2023,7.6,70008
,Reality,2022,,
Rebel Cheer Squad: A Get Even Series,"Drama, Mystery",2022,4.7,362
Trolley,"Drama, Mystery",2022,6.8,578
MaveriX,"Drama, Family, Sport",2022,6.2,245
,"Crime, Reality",2022,,
Shadow,Drama,2022,7,28
Until Money Do Us Part,Drama,2022,7.9,444
,Documentary,2022,,
,Drama,2022,,
,Documentary,2022,,
Ferry: The Series,"Crime, Drama, Thriller",2023,7.7,5327
Welcome to Wedding Hell,"Drama, Romance",2022,6,316
My Happy Marriage,"Animation, Drama, Fantasy",2023,7.6,7345
,"Drama, Sci-Fi & Fantasy",2022,,
The Imperial Age,"Action, Drama, History",2022,6.6,102
Pale Moon,"Romance, Thriller",2023,7.6,64
There is no Goo Pil Soo,"Comedy, Drama",2022,7.6,157
Extraordinary Attorney Woo,Drama,2022,8.6,33800
Good Job,"Comedy, Romance",2022,6.8,452
Love Is for Suckers,"Comedy, Romance",2022,6.6,575
Summer Strike,"Drama, Romance",2022,7.8,3016
42 Days of Darkness,"Crime, Drama, Mystery",2022,6.5,1828
Shards of Her,"Crime, Drama, Mystery",2022,6.9,859
Conversations with a Killer: The John Wayne Gacy Tapes,"Biography, Crime, Documentary",2022,7.1,14170
Strawberry Shortcake: Berry in the Big City,"Animation, Family",2021,6,192
,Mystery,2021,,
Savage Beauty,Drama,2022,5.9,771
Blood Sisters,"Crime, Drama, Thriller",2022,5.8,1185
The Boss Baby: Back in the Crib,"Adventure, Animation, Comedy",2022,5.8,574
Bangla - La serie,Comedy,2022,7.2,83
Only for Love,"Drama, Musical",2022,6.4,158
Powrót,"Drama, Fantasy",2022,6.5,213
The Life and Movies of Ersan Kuneri,"Comedy, History",2022,6.6,18187
,"Animation, Kids",2021,,
The Unwanted Undead Adventurer,"Action, Adventure, Animation",2024,7.3,1937
,"Animation, Comedy, Sci-Fi & Fantasy",2022,,
Serres,Drama,2022,8,1303
,Drama,2022,,
Las Villamizar,"Drama, History",2022,7,196
King the Land,"Comedy, Drama, Romance",2023,5.6,138573
"Ready, Steady, Wiggle!","Adventure, Family, Fantasy",2013,7.5,218
Class Act,"Biography, Drama, History",2023,7.4,2552
,,2020,,
Onimai: I'm Now Your Sister!,"Animation, Comedy",2023,6.7,704
Meltdown: Three Mile Island,"Documentary, History",2022,6.8,5771
My Life with the Walter Boys,"Drama, Romance",2023,6.9,18692
Barbie: It Takes Two,"Adventure, Animation, Comedy",2022,6.4,161
Master of My Own,"Drama, Romance",2022,7.6,201
The Real Bling Ring: Hollywood Heist,"Crime, Documentary, History",2022,5.8,2380
Matt Wright's Wild Territory,Documentary,2022,7.9,59
The Escape of the Seven,"Drama, Mystery, Thriller",2023,6.1,641
Weak Hero Class 1,"Action, Drama, Thriller",2022,8.4,16900
Love on the Spectrum U.S.,"Comedy, Documentary, Drama",2022,8.4,5358
Be Reborn,"Crime, Mystery, Thriller",2022,6.4,136
The Witch,"Mystery, Romance",2025,7.1,855
,"Animation, Comedy, Family",2018,,
Lei da Selva,Documentary,2022,8.3,61
Wild Babies,Documentary,2022,7.7,1081
,"Animation, Action & Adventure, Sci-Fi & Fantasy, Drama",2012,,
Iron Chef: Quest for an Iron Legend,"Game-Show, Reality-TV",2022,7.1,1134
,Reality,2017,,
Mo,"Comedy, Drama",2022,7.9,16959
Love in Contract,"Comedy, Drama, Romance",2022,6.9,1962
,,2020,,
Oni: Thunder God's Tale,"Action, Adventure, Animation",2022,8.1,1400
,"Reality, Talk",2022,,
Married to a Psychopath,Documentary,2022,5.6,190
Almost Fly,"Comedy, Drama",2022,7.9,566
The Longest Night,"Action, Crime, Drama",2022,5.9,3297
My Unique Skill Makes Me OP Even at Level 1,"Animation, Comedy, Fantasy",2023,6.3,1122
Suspect,"Crime, Drama, Mystery",2022,5.6,2605
Lesson in Love,"Drama, Romance",2022,7.3,220
,"Animation, Kids",2012,,
Ame ni Kieta Himawari,"Crime, Drama",2022,6.6,26
PRU,Comedy,2021,5.9,160
,"Animation, Kids",2009,,
Love Class,Romance,2022,7.2,564
Blockbuster,Comedy,2022,5.1,9539
,Drama,2022,,
,Documentary,2022,,
As the Crow Flies,Drama,2022,6.4,7991
Mr. Good: Cop or Crook?,"Crime, Documentary",2022,6.8,667
Grimsburg,"Animation, Comedy",2024,6.1,1450
Fire Country,Drama,2022,7.1,14592
Lopez vs. Lopez,"Comedy, Drama, Family",2022,6.2,2087
DI4RIES,"Comedy, Drama, Family",2022,6.9,1051
Baby Fever,"Comedy, Drama, Romance",2022,6.7,2058
Crash Course in Romance,"Comedy, Drama, Romance",2023,7.7,5796
Meet Marry Murder,Crime,2020,6.4,191
Banshaku no ryûgi,Drama,2022,7,44
Turn of the Tide,Drama,2023,7.4,6384
Missing or Murdered,Documentary,2019,6.5,85
Poisonous Liaisons,"Crime, Documentary",2019,5.7,37
Sea of Love,"Adventure, Animation, Comedy",2022,8.2,88
Gourmet Affairs,"Action, Crime, Drama",2023,6.5,24
German Genius,Comedy,2023,5.4,454
A Killer Paradox,"Comedy, Crime, Thriller",2024,7.1,8463
,Drama,2022,,
The Masterful Cat Is Depressed Again Today,"Animation, Comedy",2023,7.2,675
Big Boys,"Comedy, Drama",2022,8.4,5841
Farzar,"Action, Adventure, Animation",2022,5.7,3317
A Dream of Splendor,"Drama, Romance",2022,6.9,808
Keep Sweet: Pray and Obey,"Crime, Documentary",2022,7.3,17689
"Web of Make Believe: Death, Lies and the Internet","Crime, Documentary",2022,6.5,2629
My Little Pony: Tell Your Tale,"Adventure, Animation, Comedy",2022,5.2,257
Minato's Laundromat,Romance,2022,7.6,683
KonoSuba: An Explosion on This Wonderful World!,"Adventure, Animation, Comedy",2023,7,1549
,,2020,,
Down for Love,Reality-TV,2022,8,867
ME & ROBOCO,"Animation, Comedy, Sci-Fi",2022,6.9,42
,,1984,,
Strong Girl Nam-soon,"Action, Comedy, Crime",2023,6.6,3492
,"Comedy, Sci-Fi & Fantasy",2022,,
Rana Naidu,"Action, Crime, Drama",2023,7,12820
,Reality,2022,,
That's My Time with David Letterman,"Comedy, Talk-Show",2022,6.6,280
,"Drama, War & Politics",2022,,
,Reality,2022,,
School Tales the Series,"Horror, Mystery",2022,5.3,732
A Clean Sweep,Sport,2022,8.2,56
The Imperfects,"Action, Adventure, Drama",2022,6.5,8929
High Tides,Drama,2023,7.2,4611
The Future Of,Documentary,2022,5.5,604
Behind Every Star,"Comedy, Drama",2022,6.9,308
Agency,Drama,2023,7.8,732
Junji Ito Maniac: Japanese Tales of the Macabre,"Animation, Drama, Horror",2023,6.1,4564
Moonrise,"Action, Adventure, Animation",2025,6.5,1181
Roppongi Class,Drama,2022,6.7,69
Uzukawamura Jiken,"Crime, Drama",2022,6.1,28
Dragon Age: Absolution,"Action, Adventure, Animation",2022,6.4,4499
,"Animation, Kids",2022,,
Old Rookie,Drama,2022,7.4,94
Gudetama: An Eggcellent Adventure,"Adventure, Animation, Comedy",2022,7.2,1862
,Drama,2022,,
Old Fashion Cupcake,"Drama, Romance",2022,8,1272
Riding A Unicorn,"Drama, Romance",2022,7,197
,Reality,2022,,
Squid Game: The Challenge,"Game-Show, Reality-TV",2023,5.8,20532
,"Animation, Kids",2022,,
Otaku Elf,"Animation, Comedy, Fantasy",2023,6.8,191
Hurts Like Hell,"Biography, Drama, Sport",2022,7.3,335
Scavengers Reign,"Adventure, Animation, Drama",2023,8.6,30656
Divorce Attorney Shin,Drama,2023,7.5,1265
Graveyard,"Crime, Drama, Mystery",2022,7.7,4826
Trigun Stampede,"Action, Adventure, Animation",2023,7.3,2430
D.B. Cooper: Where Are You?!,"Crime, Documentary, History",2022,5.4,3503
How to Change Your Mind,Documentary,2022,7.9,3630
ISHIKO and HANEO: You're Suing Me?,Comedy,2022,7.2,259
,"Comedy, Drama",2022,,
My Home Hero,"Animation, Crime, Drama",2023,7.1,884
Pirate Gold of Adak Island,"Adventure, Reality-TV",2022,4.8,1344
First Class,Reality-TV,2022,2.6,170
Snowflake Mountain,Reality-TV,2022,5.6,1854
The Ice Guy and His Cool Female Colleague,"Animation, Comedy, Fantasy",2023,6.8,1302
Lalo asumió su paternidad,Comedy,2008,,
Oddballs,"Adventure, Animation, Comedy",2022,6.3,1503
Animals,Romance,2022,7.3,108
How to Build a Sex Room,Reality-TV,2022,7,1342
Mashle: Magic and Muscles,"Action, Adventure, Animation",2023,7.6,12715
King of Stonks,"Comedy, Drama, Thriller",2022,6.7,1915
College Hill: Celebrity Edition,Reality-TV,2022,5.2,191
Supa Team 4,"Action, Adventure, Animation",2023,6.8,193
The Most Hated Man on the Internet,"Crime, Documentary",2022,6.8,8439
Glamorous,"Comedy, Drama",2023,6.1,7269
Mech Cadets,"Action, Adventure, Animation",2023,6.8,940
Sing Again,"Comedy, Music, Romance",2022,5.6,11
Tomo-chan Is a Girl!,"Animation, Comedy, Drama",2023,7.6,4176
Daily Dose of Sunshine,Drama,2023,8.2,4372
Why Raeliana Ended Up at the Duke's Mansion,"Animation, Drama, Fantasy",2023,7.4,1808
Scarlet Hill,Thriller,2022,5.7,128
Indian Predator: The Butcher of Delhi,"Crime, Documentary, History",2022,6.1,2811
When Missing Turns to Murder,"Crime, Documentary",2019,6.9,446
,"Drama, Crime, Comedy",2022,,
Fortune Seller: A TV Scam,"Biography, Crime, Documentary",2022,6.7,1038
Country Queen,Drama,2022,5.1,298
